"id","facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"1683","訪問介護ひまわり","0","9","9042236","沖縄県","うるま市","喜仲一丁目３－１８　１階","26.359138","127.842836","098-923-1211","098-923-1376","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1684","楽寿園指定訪問介護事業所","0","9","9041114","沖縄県","うるま市","石川嘉手苅961番地17","26.425404","127.797590","098-965-6307","098-982-5590","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1685","合資会社　ケアサービスうるま","0","9","9041105","沖縄県","うるま市","石川白浜２丁目３番２１号","26.427051","127.826579","098-964-5089","098-989-0360","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1686","コロニーヘルパーステーション　うるま","0","9","9042215","沖縄県","うるま市","みどり町５－２７－９","26.377718","127.851361","098-972-6577","098-972-6579","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1687","具志川厚生園指定訪問介護事業所","0","9","9042202","沖縄県","うるま市","天願1983番地","26.383317","127.850850","098-972-7494","098-972-2171","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1688","さくらケアステーション　ホームヘルプサービス","0","9","9042213","沖縄県","うるま市","田場1927-2","26.367660","127.860300","098-974-2230","098-974-2614","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1689","うるまケアセンター","0","9","9042215","沖縄県","うるま市","みどり町5丁目14番７号","26.376798","127.852753","098-972-3661","098-972-3662","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1690","ヘルパーサービスＳＹＭ","0","9","9042223","沖縄県","うるま市","具志川２４３６番地","26.361417","127.868102","098-989-8592","098-989-8593","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1691","アイズケアサービス","0","9","9042223","沖縄県","うるま市","字具志川１３２１番地１","26.344069","127.876115","098-973-0755","098-973-0755","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1692","訪問介護いっしんうるま","0","9","9041111","沖縄県","うるま市","石川東恩納１３３－１","26.411681","127.832868","098-963-0273","098-963-0272","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1693","ヘルパーステーション　にこにこフリーダム","0","9","9042424","沖縄県","うるま市","与那城上原１５７９番地１の１","26.358354","127.983638","098-977-8747","098-977-8420","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1694","訪問介護いっしん上江洲","0","9","9042222","沖縄県","うるま市","字上江洲４６６番地１","26.355948","127.861461","098-979-0010","098-979-0011","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1695","あい・ゆうヘルパーステーション","0","9","9042314","沖縄県","うるま市","勝連平敷屋４３０番地２１０２号室","26.310498","127.909243","098-989-5661","098-989-5616","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1696","訪問介護ステーション　志","0","9","9042312","沖縄県","うるま市","勝連平安名３０２３番地１０２号","26.315683","127.896630","098-978-0556","098-978-0556","松田原　大志","","９：００－１８：００","９：００－１８：００","９：００－１８：００","９：００－１８：００","９：００－１８：００","９：００－１８：００","","松田原　悦子","","９：００－１８：００","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1697","イリーゼうるま訪問介護センター","0","9","9042225","沖縄県","うるま市","喜屋武５４６－１","26.360170","127.843293","098-973-7801","098-973-7802","","","9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00","9:00-18:00","","9:00-18:00","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1698","ヘルパーステーションおもろの郷","0","9","9042214","沖縄県","うるま市","安慶名三丁目4番２３号","26.374001","127.851934","098-972-7277","098-972-7287","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1699","ヘルパーステーション　陽だまり","0","9","9041106","沖縄県","うるま市","石川東恩納１６７８番地１","26.410936","127.833606","098-963-0722","098-963-0723","山城　裕司","","09：00-18：00","09：00-18：00","09：00-18：00","休み","09：00-18：00","09：00-18：00","09：00-18：00","山城　裕司","訪問介護課","09：00-18：00","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1700","ホームヘルプサービスセンター陽光館","0","9","9042293","沖縄県","うるま市","字宮里265番地4","26.356606","127.835085","098-974-8000","098-947-8008","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1701","ヘルパーステーションあやはし苑","0","9","9042304","沖縄県","うるま市","与那城屋慶名1410番地","26.327027","127.908965","098-978-5566","098-978-5558","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1702","訪問介護事業所与勝の里","0","9","9042311","沖縄県","うるま市","勝連南風原4902番地","26.342150","127.877079","098-978-2629","098-978-4489","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1703","訪問介護ステーションうんな","0","9","9040411","沖縄県","国頭郡恩納村","恩納６１２１番地","26.491692","127.847216","098-966-2560","098-966-2488","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1704","恩納村社会福祉協議会指定訪問介護事業所","0","23","9040411","沖縄県","国頭郡恩納村","字恩納6302番地","26.487795","127.847652","098-966-1150","098-966-1152","三戸部　薫","","8：30-17：30","8：30-17：30","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1705","宜野座村訪問介護事業所","0","9","9041303","沖縄県","国頭郡宜野座村","字惣慶1898番地　（宜野座村地域福祉センター内）","26.483175","127.971640","098-968-8979","098-968-5884","会長　　眞栄城　守昭","http://www.ginoza-shakyo.or.jp","8:30～17：15","8：30～17：15","8：30～17：15","8：30～17：15","8：30～17：15","なし","祝祭日休み","平田　亘","","","0","0","宜野座村社会福祉協議会","事業所の訪問介護員等は、要介護者等の心身の特性を踏まえて、その所有する能力に応じ、自立した日常生活を営むことができるよう、入浴、排泄、食事の介護その他の生活全般にわたる援助を行う。事業の実施に当たっては、関係市町村、地域の保健・医療・福祉サービスの綿密な連携を図り、総合的なサービスの提供に努めるものとする。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1706","訪問介護事業所　えがお","0","9","9041304","沖縄県","国頭郡宜野座村","漢那1953番地1","26.483994","127.954130","098-968-5682","098-968-5187","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1707","どりーむ訪問介護ステーション","0","9","9041201","沖縄県","国頭郡金武町","金武３４４７番地１","26.448143","127.924026","098-968-8904","098-968-8904","高江洲末子","","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","0:00-23:59","宮城さゆり","どりーむ訪問介護ステーション","8:30-17:30","0","0","どりーむ訪問看護ステーション","・訪問看護が併設されておりスムーズに連携がとれる","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1708","ヘルパーステーション　信愛の丘","0","9","9041203","沖縄県","国頭郡金武町","屋嘉２７２４番地","26.442023","127.844574","098-965-6655","098-965-6663","安谷屋　信哉","","8：00～18：00","8：00～18：00","8：00～18：00","8：00～18：00","8：00～18：00","8：00～18：00","8：00～18：00","朝倉　裕美","ヘルパーステーション","8：30～17：30","0","0","デイケア、老人保健施設、有料老人ホーム、小規模多機能型居宅介護、グループホーム","介護保険の訪問介護、通院等乗降介助もしています。障害福祉では居宅と重度訪問介護をさせて頂いています。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1709","ヘルパーステーションスマイル","0","9","9041201","沖縄県","国頭郡金武町","字金武７９０６番地","26.452076","127.912488","098-968-6464","098-923-2748","三宅　豊","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1710","ヘルパーステーション　アシスト","0","9","9041201","沖縄県","国頭郡金武町","字金武３８９番地　１０１号室","26.453457","127.922889","098-968-6987","098-968-6988","理事長　奥間　裕次","","6：00～22：00","6：00～22：00","6：00～22：00","6：00～22：00","6：00～22：00","6：00～22：00","6：00～22：00","管理者　大嶺　明美","訪問介護事業所","8：30～17：30","0","0","居宅介護支援事業所・診療所・訪問看護・訪問リハビリ・通所介護・有料老人ホーム","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1711","ヘルパーステーションひらめき","0","9","9041202","沖縄県","国頭郡金武町","字伊芸９５番地","26.456614","127.879868","098-923-2758","098-923-2759","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1712","ヘルパーステーション　はなうい","0","9","9040302","沖縄県","中頭郡読谷村","喜名497番地の14","26.401491","127.757615","098-958-1539","098-958-1649","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1713","よみたん社協ホームヘルプサービス","0","9","9040305","沖縄県","中頭郡読谷村","字都屋167番地の2","26.393861","127.726026","098-957-1762","098-957-1761","長浜　真佐夫","","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","ｻｰﾋﾞｽ提供責任者　新城　光枝","","8：30-17：15","0","0","よみたん生き活き健康ﾃﾞｲｻｰﾋﾞｽセンター","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1714","ヴィラージュせなはヘルパーステーション","0","9","9040324","沖縄県","中頭郡読谷村","字長浜1110番地","26.418631","127.733866","098-921-6333","098-958-6626","緒方　望","www.village-senaha.jp/","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","","宮城あゆみ","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1715","コロニーヘルパーステーション　読谷","0","9","9040303","沖縄県","中頭郡読谷村","伊良皆３５２－４","26.381635","127.751077","098-957-6511","098-957-6500","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1716","読谷の里指定訪問介護事業所","0","9","9040301","沖縄県","中頭郡読谷村","喜名２２７２番４","26.395364","127.750188","098-958-7772","098-958-7773","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1717","訪問介護　健やか","0","9","9040323","沖縄県","中頭郡読谷村","字高志保９２番地","26.410307","127.731691","098-958-6396","098-923-1600","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1718","ヘルパーステーション　まゆの里おおわん","0","9","9040313","沖縄県","中頭郡読谷村","字大湾６６９－２","26.372899","127.749791","098-923-1764","098-923-1762","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1719","訪問介護事業所　だいじょうぶよ～","0","9","9040313","沖縄県","中頭郡読谷村","大湾363","26.373497","127.755155","098-989-8496","098-989-8497","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1720","訪問ヘルパーステーション　比謝川の里","0","9","9040201","沖縄県","中頭郡嘉手納町","久得242番地の2","26.372055","127.771243","098-957-6000","098-957-3311","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1721","ヘルパーステーション　サンハート","0","9","9040202","沖縄県","中頭郡嘉手納町","屋良１丁目２１番地１","26.364731","127.762652","098-956-8101","098-956-8102","津波古ベンジャミン","http://www.sunheart-kadena.com/","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","6：00-22：00","髙江洲昌真","事務局","9：00-18：00","1","0","デイサービス住宅型有料老人ホーム","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1722","訪問介護事業所　かたちゅむり","0","9","9040204","沖縄県","中頭郡嘉手納町","水釜477ハウスナンバー7256","26.358154","127.744334","098-989-1345","098-989-7473","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/14 00:00:00"
"1723","白川園指定訪問介護事業所","0","9","9040105","沖縄県","中頭郡北谷町","吉原263番地","26.316555","127.777564","098-936-5051","098-936-7976","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1724","琉球メディカルズ指定訪問介護事業所","0","9","9040103","沖縄県","中頭郡北谷町","桑江400番地の2","26.323383","127.766161","098-926-2430","098-936-5833","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1725","ヘルパーステーション若松","0","9","9012311","沖縄県","中頭郡北中城村","字喜舎場３６０番地１","26.300121","127.793702","098-935-5202","098-935-5855","管理者　豊村里美","http://www.agape-wakamatsu.or.jp/","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","管理者　豊村里美","","平日　9：00～17：00","0","0","同一敷地内にファミリクリニックきたなかぐすく（在宅療養支援診療所）、訪問看護ステーション若松、ケアプランステーションゆい、通所リハビリテーション、訪問リハビリテーション、ファミリーデイサービスアガペ（通所介護）、ケアホームアガペ（有料老人ホーム）、アガペファミリエ（サービス付き高齢者向け住宅）があります。道向いには、小規模多機能ホーム若松きたなかぐすく、デイサービスきたなかぐすく（認知症対応型通所介護）があります。","特定医療法人アガペ会のヘルパーステーション若松はファミリークリニックきたなかぐすく、通所リハビリテーション、訪問リハビリテーション、訪問看護ステーション若松、ケアプランステーションゆい、高齢者専用住宅、有料老人ホームが同一建物にあり、医療、福祉の面での専門職種が集結しております。小規模多機能施設、認知症デイサービスも近隣にある為、連携が図りやすい環境となっており、チームにて利用者をサポートできるように努めています。北中城村からは軽度生活支援事業・配食サービスの委託事業も受けており地域の方の安否確認を兼ねサービスを提供しております。また、障害者自立支援法（身体・知的・精神障害者、児童障害者）へのサービスも行っています。「年をとっても、障害を持っていても、自宅にて「その人らしい」生活ができるようにお手伝い致します。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1726","ヘルパーステーションふくとく","0","9","9012303","沖縄県","中頭郡北中城村","字仲順375番地の1","26.302227","127.801079","098-982-0211","098-982-0212","平安座　恵子","","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","知念　治","訪問介護","8：30-17：30","0","0","通所介護　有料老人ホーム　居宅介護支援","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1727","訪問介護事業所　みずほ","0","9","9012407","沖縄県","中頭郡中城村","安里268-4　ｺｰﾎﾟ金永（壱階事務所）","26.261710","127.787840","098-895-3500","098-895-3518","宮城　キミ子","","9:00~18:00","9:00~18:00","9:00~18:00","9:00~18:00","9:00~18:00","9:00~18:00","","眞栄城　涼香","訪問介護事業所","9：00～18：00","1","0","デイサービスみずほ　　　有料老人ホームみずほ","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1728","ヘルパーステーションふたふぁ","0","9","9012424","沖縄県","中頭郡中城村","字南上原732番地","26.249614","127.771625","098-942-3915","098-942-3916","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1729","訪問介護事業所みなみ","0","9","9012424","沖縄県","中頭郡中城村","字南上原９６５番地２","26.246106","127.769664","098-895-2127","098-943-8848","喜屋武　順子","","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","8:30～17:30","喜屋武　盛史　　０９０－９７８０－７２０８","訪問介護課","8:30～17:30","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1730","訪問介護事業所　あじまぁー","0","9","9012424","沖縄県","中頭郡中城村","字南上原１３９番地","26.256497","127.775955","098-895-4878","098-943-9974","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1731","介護センター　ありがとう","0","9","9012424","沖縄県","中頭郡中城村","字南上原７７９番地５","26.248434","127.772484","098-988-1231","098-988-1251","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1732","ヘルパーステーションあうる","0","9","9012424","沖縄県","中頭郡中城村","南上原955番地3","26.246259","127.769367","098-988-1242","098-988-6810","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1733","アイプラザ介護企画","0","9","9012401","沖縄県","中頭郡中城村","久場２０３８番地","26.279368","127.812798","","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1734","ヘルパーステーション西原敬愛園","0","9","9030127","沖縄県","中頭郡西原町","徳佐田159番地の１","26.244228","127.750208","098-946-2111","098-946-1858","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1735","ヘルパーステーション　はーとらいふ","0","9","9030103","沖縄県","中頭郡西原町","字小那覇1606番地","26.237485","127.772934","098-944-3300","098-944-3311","理事長　安里 哲好","https://www.heartlife.or.jp/care/","8：30－17：30","8：30－17：30","8：30－17：30","8：30－17：30","8：30－17：30","8：30－17：30","","","","8：30－17：30","0","0","ハートライフ病院・ハートライフクリニック","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1736","ヘルパーステーション　きずな","0","9","9030115","沖縄県","中頭郡西原町","池田371番地の21池田ハイツA-24","26.218457","127.741063","098-943-8677","098-943-8797","玉城　小夜子","","７：００～１９：００","７：００～１９：００","７：００～１９：００","７：００～１９：００","７：００～１９：００","７：００～１９：００","７：００～１９：００","田代美紀","訪問介護","７：００～１９：００","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1737","宜野湾記念病院","0","5","9012211","沖縄県","宜野湾市","宜野湾三丁目３番13号","26.260082","127.758368","098-893-2101","098-892-8863","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1738","海邦病院","0","5","9012224","沖縄県","宜野湾市","真志喜２丁目23番５号","26.276730","127.736813","098-898-2111","098-897-9356","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1739","リハビリ　さんだん花","0","5","9012223","沖縄県","宜野湾市","大山７-７-22","26.287510","127.745386","098-894-5406","098-894-5416","天願　勇","http://www.tougou.jp","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","","","田口　嵩真","リハビリさんだん花","8:30-17:30","0","0","クリニック、通所リハビリテーション、通所介護、訪問介護、サービス付き高齢者向け住宅、居宅介護支援事業所","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1740","訪問リハビリぎのわんおもと園","0","5","9012226","沖縄県","宜野湾市","嘉数4丁目4-10","26.261415","127.733183","098-898-1070","098-898-0789","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1741","医療法人タピック沖縄リハビリテーションセンター病院","0","5","9042173","沖縄県","沖縄市","比屋根2丁目15番1号","26.314771","127.824082","098-982-1777","098-982-1788","訪問リハビリ事業所管理者　児玉悦津子","www.tapic-reha.or.jp/","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～12：30","","児玉悦津子","訪問リハビリテーション室","8:30～17:30","0","0","百歳堂デイケアセンター短時間通所リハビリ","皆様が「住み慣れた地域でいきいきと安心した生活」が送れるよう、精一杯お手伝いさせていただきます。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1742","愛聖クリニック","0","5","9042171","沖縄県","沖縄市","高原５丁目１５番１１号","26.322559","127.828909","098-939-5114","098-939-0156","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1743","翔南病院","0","5","9040034","沖縄県","沖縄市","山内３丁目14番28号","26.327363","127.782121","098-930-3020","098-930-3023","知花隆郎","http://www.shonanhospital.com/","9:30~17:30","9:30~17:30","9:30~17:30","9:30~17:30","9:30~17:30","","","玉城亮、名嘉座幸輔、原國千秋","リハビリテーション科","9：00～18：00","0","0","翔南病院","言語聴覚士、作業療法士、理学療法士の専門職が訪問を行う","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1744","コザクリニック","0","5","9040014","沖縄県","沖縄市","仲宗根町19番１号","26.334504","127.803036","098-938-1038","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1745","社会医療法人　敬愛会　ちばなクリニック　訪問リハビリテーション","0","5","9042143","沖縄県","沖縄市","知花6丁目25番15号","26.363819","127.817140","098-939-1301","098-939-7931","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1746","医療法人心和会　潮平病院","0","5","9040021","沖縄県","沖縄市","胡屋1丁目17番1号","26.336210","127.802858","098-937-2054","098-937-1905","理事長　潮平 優","http://www.shiohira.jp/","8:30-11:30　　13:30-17:30","8:30-11:30　　13:30-17:30","8:30-11:30　　13:30-17:30","8:30-11:30　　13:30-17:30","8:30-11:30　　13:30-17:30","8:30-11:30　　13:30-17:30","8:30-11:30　　13:30-17:30　(但し、日曜日は休診)","赤嶺　雄","リハビリテーション科","8:30-11:30　　13:30-17:30","0","0","リハビリ強化型デイサービス　ぴん花通所介護事業所　しおひら
訪問介護　ケアサポートしおひら
居宅支援事業所　しおひら
住宅型有料老人ホームなごみ","理学療法士・作業療法士・言語聴覚士が在籍します。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1747","医療法人　ちゅうざん会　ちゅうざん病院","0","5","9042151","沖縄県","沖縄市","松本６－２－１","26.354703","127.809666","098-982-1346","098-982-1347","院長　末永正機","www.chuzan.or.jp","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","","作業療法士　安里亮","リハビリテーション部　地域支援室　訪問リハビリテーション","8：30-17：30","0","0","回復期リハビリテーション病棟通所リハビリテーション","現在訪問リハビリでは理学療法士・作業療法士・言語聴覚士では３名の療法士を配属しております。
利用者や家族などの「したい」「やってみたい」「出来ることを継続したい」を支援できる事業所を目指しています。","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1748","伊禮医院","0","5","9042303","沖縄県","うるま市","与那城与那城24番地","26.327082","127.893583","098-978-1077","098-978-1077","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1749","与勝病院","0","5","9042311","沖縄県","うるま市","勝連南風原3584番地","26.326624","127.882714","098-978-5235","098-978-5244","竹田　真一","http://yokatsu-hp.jp/","９：００-１７：００","９：００-１７：００","９：００-１７：００","９：００-１７：００","９：００-１７：００","９：００-１２：００","日曜：休み　祝日：要連絡","地域連携室　","リハビリテーション科","９：００-１７：００","0","0","サービス付高齢者住宅　　有料老人ホーム　　通所リハビリテーション　　通所介護　　訪問診療　　訪問看護　　訪問介護事業所","","言語聴覚士　訪問可","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1750","おくまクリニック","0","5","9041201","沖縄県","国頭郡金武町","金武4790番地1","26.454684","127.920456","098-968-5017","098-968-5018","奥間　裕次","http://www.okumacl.jp/","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","8：30-17：30","休み","奥間　要","訪問リハビリ","8：30-17：30","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1751","30矯正歯科※会員施設","0","21","9042244","沖縄県","うるま市","字江州549-1","26.349981","127.830019","098-973-4188","098-989-0488","大串　美央","","","","","","","","","","","","0","0","","","※印は中部地区歯科医師会会員です。","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1752","読谷村診療所","0","5","9040305","沖縄県","中頭郡読谷村","都屋179番地　読谷村診療所","26.394630","127.725220","098-956-1151","098-956-9560","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1753","かなさん内科クリニック","1","2","9040314","沖縄県","中頭郡読谷村","字古堅675番地","26.368772","127.745081","098-957-1933","098-957-1334","理事長　眞弓　博光","","8：30～12：00　14：30～17：30","8：30～12：00　14：30～17：30","8：30～12：00　14：30～17：30","休診","8：30～12：00　14：30～17：30","8：30～12：00　14：30～17：30","8：30～12：00（日）","松川　","地域連携部","8：30～12：00　14：30～17：30","0","0","","神経難病患者様の在宅療養を支援する医療機関です。診察から、リハビリテーションの実施まで行います。","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1754","ごきげんリハビリクリニック","0","5","9012301","沖縄県","中頭郡北中城村","袋1253番4号","26.320714","127.807931","098-933-5515","098-933-5566","平良 武美","http://gokigen-reha.com/","9:00-17:30","9:00-17:30","9:00-17:30","","9:00-17:30","9:00-17:30","","外間 義之","","9:00-17:30","0","0","外来リハビリテーション通所リハビリテーション
ごきげんデイサービス","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1755","ファミリークリニックきたなかぐすく","0","5","9012311","沖縄県","中頭郡北中城村","喜舎場360番地1","26.300121","127.793702","098-923-3154","098-982-0708","湧波　満","","8:30-17:00","8:30-17:00","8:30-17:00","8:30-17:00","8:30-17:00","","","理学療法士　伊良皆　哲也","訪問リハビリ","8：30-17：30","0","0","通所リハビリきたなかぐすく","","","1","1","2018/1/31 00:00:00","2018/7/17 00:00:00"
"1756","中部徳洲会病院","0","5","9012393","沖縄県","中頭郡北中城村","アワセ土地区画整理事業地内２街区１番","26.316892","127.796429","098-932-1110","098-931-9595","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1757","ふれあいデイサービス長田","0","10","9012212","沖縄県","宜野湾市","長田１丁目４番９号","26.264326","127.766028","098-896-0247","098-896-0248","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1758","デイサービス若松ぎのわん","0","10","9012201","沖縄県","宜野湾市","新城1丁目20番6号","26.288408","127.771643","098-892-5105","098-892-5111","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
"1759","ひまわりケアサービス","0","11","9042223","沖縄県","うるま市","具志川1345-1","26.345239","127.873804","098-979-0316","098-974-5421","島袋孝幸","http://www.happiness-himawari.com/","9：15～17：00","9：15～17：00","9：15～17：00","9：15～17：00","9：15～17：00","9：15～17：00","日曜休み、1月31日～1月3日休み　　（祝日は営業9：15～17：00）","島袋孝幸","認知症通所課　ひまわりケアサービス","8：30～17：30","0","0","","","","1","1","2018/1/31 00:00:00","2018/7/9 00:00:00"
"1760","グループホーム　やすらぎの家","0","10","9042311","沖縄県","うるま市","勝連南風原4914番地","26.342514","127.877515","098-978-1551","098-978-2545","","","","","","","","","","","","","0","0","","","","1","1","2018/1/31 00:00:00","2018/2/13 00:00:00"
