"facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"デイサービスすまいるLife",0,"10",9011415,"沖縄県","南城市","佐敷字新開1番地114",26.1767409,127.7751065,"098-988-1061","098-988-1062",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ハピネス百名",0,"10",9010603,"沖縄県","南城市","玉城字百名7番地",26.1416723,127.7920895,"098-917-1366","098-917-1367",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ファミリー通所介護事業所",0,"10",9011303,"沖縄県","島尻郡与那原町","与那原3585番地",26.20013,127.7584538,"098-944-2519","098-946-1210",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ディサービスセンター和ごころ",0,"10",9011303,"沖縄県","島尻郡与那原町","字与那原1771番地",26.20381,127.7515597,"098-963-5755","098-946-5759",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービス フェアネス",0,"10",9011112,"沖縄県","島尻郡南風原町","字本部490番地6",26.1924161,127.7271237,"098-987-1901","098-987-1902",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービス くばの葉",0,"10",9011105,"沖縄県","島尻郡南風原町","字新川522番地　１Ｆ",26.2121224,127.7289668,"098-911-1058","098-911-1058",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスつどい",0,"10",9011105,"沖縄県","島尻郡南風原町","字新川12番地6、１Ｆ",26.2012511,127.7234262,"098-987-0887","098-987-0838",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスともに",0,"10",9011117,"沖縄県","島尻郡南風原町","津嘉山1279番地１",26.1921242,127.7153776,"098-882-6977","098-882-6978",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスくばごころ",0,"10",9011113,"沖縄県","島尻郡南風原町","喜屋武422-1　１階",26.1821257,127.7312572,"098-888-5725","098-888-5725",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスフォスタ津嘉山",0,"10",9011117,"沖縄県","島尻郡南風原町","津嘉山1535番地",26.1865747,127.7100202,"098-995-8777","098-995-9230",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスきらり",0,"10",9010406,"沖縄県","島尻郡八重瀬町","屋宜原229-3",26.1648329,127.7239227,"098-840-7872","098-998-0191",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ディサービス　寿々　　",0,"10",9010406,"沖縄県","島尻郡八重瀬町","屋宜原110番地の3　アイニテイ　2-Ｄ号室",26.161458,127.7284398,"098-835-7470","098-835-7471",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービス　愛ランド",0,"10",9010416,"沖縄県","島尻郡八重瀬町","字宜次712番地",26.1759734,127.7189477,"098-998-0049","098-886-2685",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスセンター寿（共用型通所介護）",0,"11",9010362,"沖縄県","糸満市","真栄里323番地",26.1178181,127.6709588,"098-992-5375","098-995-1536",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスステーション　ひめゆり",0,"11",9010344,"沖縄県","糸満市","伊原107-1",26.094737,127.684739,"098-997-5200","098-997-5208",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"こもれび　デイサービス",0,"11",9010213,"沖縄県","豊見城市","字高嶺111番地",26.1699788,127.6894988,"098-856-1515","098-856-1515",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイホーム　光風の家",0,"11",9010213,"沖縄県","豊見城市","高嶺299番地１",26.1677762,127.6908931,"098-840-6595","098-840-6591",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスセンターすみれ",0,"11",9010215,"沖縄県","豊見城市","渡嘉敷150番地　おもととよみの杜2階",26.1725944,127.6837521,"098-851-0101","098-851-0200",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスしんかい",0,"11",9011415,"沖縄県","南城市","佐敷新開1-114",26.1767409,127.7751065,"098-947-0922","098-947-0922",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"東雲の丘指定認知症対応型共同生活介護事業所",0,"11",9011203,"沖縄県","南城市","大里大城1392番地",26.1674137,127.7651133,"098-946-2051","098-946-1128",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"指定通所介護事業所デイサービス青の空",0,"11",9010603,"沖縄県","南城市","玉城百名7番地",26.1416723,127.7920895,"098-948-7014","098-948-7210",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービス　あまね",0,"11",9010619,"沖縄県","南城市","玉城屋嘉部455番１",26.1460738,127.7605449,"098-852-6231","098-852-6126",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービス事業所　とことん",0,"11",9011302,"沖縄県","島尻郡与那原町","字上与那原431番5",26.200588,127.748599,"098-917-2963","098-917-2963",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホームときわ苑認知症対応型通所介護",0,"11",9010414,"沖縄県","島尻郡八重瀬町","当銘370-1",26.1523135,127.6993172,"098-998-8899","098-998-8099",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイホーム　くしばる",0,"11",9010504,"沖縄県","島尻郡八重瀬町","後原268番地3",26.1490784,127.7311669,"098-851-9037","098-851-9037",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイケア　勝連",0,"6",9010331,"沖縄県","糸満市","真栄平1026番地",26.1158307,127.7145662,"098-997-3104","098-997-2457","松原　卓也","http://www.katsuren-hp.or.jp","8:30～17：15","8:30～17：15","8:30～17：15","8:30～17：15","8:30～17：15",,"土・日・祝祭日、年末年始（12/29～1/3）は休み","伊波、宮城","デイケア勝連",,0,0,"居宅介護支援センター「勝連」","身体障害者などに対し、理学療法士がマンツーマン対応し、その能力の改善を図り強化していく。","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",1,"2018-01-04","2018-03-15"
"南部病院　通所リハビリテーション",0,"6",9010243,"沖縄県","豊見城市","糸満市真栄里870番地",26.1123825,127.6709562,"098-851-5158","098-851-5158",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"糸満協同診療所　通所リハビリテーション",0,"6",9010364,"沖縄県","糸満市","字潮崎町2丁目1番地10",26.1237147,127.6673755,"098-992-3920","098-992-2569","上原　幸盛",,"8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","日曜日、年末年始（12/31～1/2）、旧盆（ウークイ）は休み　/　祝日はサービス提供あり（8：30～17：00）","島崎朋之",,,0,0,,"沖縄医療生協の目指す介護　１、誰もが自分らしい生き方　２、いのちと人権を尊重する介護　３、安全・安心の質の高い介護　４、介護を受ける権利を守り発展させる運動","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",1,"2018-01-04","2018-03-15"
"通所リハビリテーション事業所　白寿園",0,"6",9010311,"沖縄県","糸満市","字武富175-1",26.1655125,127.6937372,"098-992-0088","098-992-1592","平良澄雅子","http://www.hakujyukai.com","9:50～16：20","9:50～16：20","9:50～16：20","9:50～16：20","9:50～16：20",,"日曜日、年始（1/1～1/2）は休み　/　祝日はサービス提供あり（9:50～16：20）","金城賢昭",,,0,0,"ハートフルクリニック、介護老人保健施設「白寿園」","”まごころをこめて”をモットーに利用者様中心のきめ細やかなサービスを行っております。","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",1,"2018-01-04","2018-03-15"
"とよみ生協病院　通所リハビリテーション",0,"6",9010201,"沖縄県","豊見城市","真玉橋593-1",26.1930732,127.6873219,"098-856-4446","098-880-9569",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"松岡通所リハビリテーション",0,"6",9010213,"沖縄県","豊見城市","高嶺395-56",26.1672264,127.6967868,"098-850-9529","098-852-2851","松岡　満照","http://www.matsumikai.com","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～13：00","日曜、祝祭日、年末年始、旧盆（ウークイの午後）は休み　","平良幸一","通所リハビリテーション","平日（9：00～17：00）",0,0,"松岡医院",,"介護予防サービスの実施あり。
短時間のサービス提供あり（9：00～14：00）","1",1,"2018-01-04","2018-03-15"
"桜山荘通所リハビリテーションセンター",0,"6",9010213,"沖縄県","豊見城市","字高嶺111",26.1699788,127.6894988,"098-891-6464","098-891-6565",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"通所リハビリテーション　養生の里",0,"6",9010241,"沖縄県","豊見城市","我那覇291-25",26.1838458,127.6727733,"098-850-2162","098-850-2164",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"通所リハビリテーション　友愛園",0,"6",9010243,"沖縄県","豊見城市","字上田25",26.1759052,127.6760904,"098-856-4707","098-850-8024",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"平成苑通所リハビリテーション",0,"6",9010235,"沖縄県","豊見城市","名嘉地217-2",26.1743547,127.6643687,"098-856-7222","098-856-5581",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"通所リハビリテーション　はまゆう",0,"6",9010215,"沖縄県","豊見城市","字渡嘉敷150　４階",26.1727115,127.6834877,"098-851-0102","098-851-0200","上里　一雄","http://www.omotokai.or.jp","9:50",,,,,,,"山里卓史","医療福祉課　支援相談員",,0,0,"大浜第二病院、特別養護老人ホームすみれ、介護老人保健施設はまゆう複合施設、ケアハウスひまわり（軽費老人ホーム）","見晴らしが良く大滝が流れるきれいな施設です。理学療法士、作業療法士、言語聴覚士、歯科衛生士が配置されていてリハビリに特化した施設となっています。","介護予防サービスの実施なし。
短時間のサービス提供なし。","1",1,"2018-01-04","2018-03-15"
"デイケアみなみ野",0,"6",9011202,"沖縄県","南城市","大里平良2584-2　2F",26.1805344,127.7479281,"098-945-8822","098-945-8838",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイケア南城",0,"6",9010618,"沖縄県","南城市","玉城字船越949-4",26.1558644,127.7556978,"098-949-1133","098-949-1134","上原敏則","http://www.locomo-clinic-nanjo.com","午前（10：00～11：30）　午後（14：30～16：00）","午前（10：00～11：30）　午後（14：30～16：00）","午前のみ（10：00～11：30）　","午前（10：00～11：30）　午後（14：30～16：00)","午前（10：00～11：30）　午後（14：30～16：00)","午前のみ（10：00～11：30）　","日曜、祝祭日、慰霊の日、旧盆（ウークイ）、年末年始は休み","上原竹美",,,0,0,"ロコモクリニック南城","１時間半の短時間通所リハビリを行っています。１単位最大６名の利用者さんを受け入れておりますので少人数でアットホームな雰囲気です。","介護予防サービスの実施あり。
短時間のサービス提供あり。（午前10：00～11：30　/　午後14：30～16：00）","1",1,"2018-01-04","2018-03-15"
"医療法人信和会　おおざと信和苑　通所リハビリテーション事業所",0,"6",9011204,"沖縄県","南城市","大里字稲嶺1014",26.162747,127.7372243,"098-946-8101","098-946-8839",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"通所リハビリテーション真徳苑",0,"6",9011414,"沖縄県","南城市","佐敷字津波古西原2309",26.1868117,127.7759166,"098-943-2799","098-943-9902",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイケアのはら",0,"6",9011302,"沖縄県","島尻郡与那原町","上与那原341-2",26.200152,127.7518182,"098-946-1010","098-946-1020","野原昌亮",,"9：00～16：30","9：00～16：30","9：00～16：30","9：00～13：00　","9：00～16：30","9：00～16：30","日曜・祝祭日、旧盆（ウークイ）、年末年始（12/31～1/3）は休み","高嶺照美",,,0,0,"野原整形外科","マシントレーニングあり","介護予防サービスの実施あり。
短時間のサービス提供あり（14：00～15：00　/　15：00～16：00）","1",1,"2018-01-04","2018-03-15"
"通所リハビリテーション　さらばんじぃ",0,"6",9011303,"沖縄県","島尻郡与那原町","字与那原3678",26.1998717,127.7610675,"098-944-7405","098-944-7407","松田直幸",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","日曜・祝祭日、旧盆（ウークイ）、年末年始（12/31～1/3）は休み","玉城理子","通所リハビリテーション",,0,0,"まつだクリニック","充実したリハビリが提供できます（パワーリハビリあり）",,"1",1,"2018-01-04","2018-03-15"
"通所リハビリテーションうりずん",0,"6",9011301,"沖縄県","島尻郡与那原町","板良敷1281-1",26.1907478,127.7698563,"098-944-7000","098-944-7003",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"沖縄第一病院通所リハビリテーション",0,"6",9011111,"沖縄県","島尻郡南風原町","兼城642-１",26.194913,127.7259764,"098-888-1151","098-888-1367","當眞亮太",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","日曜日・年末年始（12/31～1/3）は休み　/　祝日はサービス提供あり（8：30～17：30）","漢那憲彦",,"10：30～17：00",0,0,"沖縄第一病院、介護老人保健施設「おおざと信和苑」、有料老人ホームそよかぜ",,"介護予防サービスの実施可能。
短時間のサービス提供あり（9：30～14：00）
言語聴覚士は病棟兼務。","1",1,"2018-01-04","2018-03-15"
"嬉野の園通所リハビリテーション",0,"6",9011105,"沖縄県","島尻郡南風原町","字新川458-1",26.2103365,127.7286697,"098-888-1268","098-882-6500","比嘉　傳","http://www.hojinkai-group.com/","8：30～19：30","8：30～19：30","8：30～19：30","8：30～19：30","8：30～19：30","8：30～19：30","日曜日・年始休み（1/2～1/3）、旧盆（ウークイ）／祝日はサービス提供あり（8：30～19：30）","安慶名、大濱","通所リハビリテーション","月～金",0,0,"介護老人保健施設「嬉野の園」、サマリヤ人病院、田崎病院、ゆいまーる松川、介護老人福祉施設「嬉野の里」",,"介護予防サービスの実施あり。
短時間のサービス提供なし。","1",1,"2018-01-04","2018-03-15"
"介護老人保健施設かりゆしの里　通所リハビリテーション",0,"6",9011115,"沖縄県","島尻郡南風原町","字山川256-2",26.1783343,127.7211056,"098-835-6607","098-835-6608","國仲美奈子",,"8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","日曜日、5/5、旧盆（ウークイ）、年始年末（12/30～1/3）は休み","新垣","通所リハビリ",,0,0,"沖縄協同病院、協同にじクリニック歯科","理学療法士、作業療法士、言語聴覚士を配置しており専門的なリハビリや住環境の助言を行い、管理栄養士による食事管理、看護師による健康管理で在宅生活を支援します。","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",1,"2018-01-04","2018-03-14"
"南部徳洲会病院　通所リハビリテーション事業所",0,"6",9010493,"沖縄県","島尻郡八重瀬町","字外間80",26.1778154,127.7145891,"098-998-0306","098-998-0763","鈴木隆夫","http://www.nantoku.org","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","日曜日・年始（1/1～1/3）は休み／　祝日はサービス提供あり","大城一哲",,"月～土（10：00～16：00）",0,0,"南部徳洲会病院・居宅介護支援事業所・通所介護事業所・訪問看護ステーション・ヘルパーステーションいこい","病院併設のため退院後もほぼ同じようなリハビリ提供ができ、安心した在宅生活が送れるようにリハビリ専門職を中心としたチーム一丸でサポートしています。","短時間のサービス提供なし。
介護予防サービスの実施あり。","1",1,"2018-01-04","2018-03-14"
"通所リハビリテーション　東風の里",0,"6",9010411,"沖縄県","島尻郡八重瀬町","字友寄891-1",26.1696659,127.7255029,"098-998-9390","098-998-9393","名嘉勝男","http://www.kochinosato.com/","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","日曜日･年末年始（12/30～1/3）は休み／祝日はサービス提供あり","伊良皆",,"月～金（9：00～17：00）",0,0,"介護老人保健施設「サクラビア」・短期入所療養介護
・指定居宅介護支援事業所・介護予防通所介護","必要に応じて、要支援の利用者様も入浴介助を行っています。","・短時間のサービス提供なし
・介護予防サービス実施あり","1",1,"2018-01-04","2018-03-14"
"小規模多機能型居宅介護事業所　かじまやぁぬ花",0,"13",9010361,"沖縄県","糸満市","字糸満１４４９－３",26.1272924,127.6756999,"098-996-2171","098-996-2393",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-03-15"
"沖縄偕生園指定短期入所生活介護事業所",0,"14",9010341,"沖縄県","糸満市","小波蔵321番地",26.1073495,127.6687648,"098-852-4100","098-852-4104",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"いとまんシャトーショートステイ",0,"14",9010325,"沖縄県","糸満市","大里927番地の２",26.1353393,127.6917292,"098-995-2500","098-995-2358",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"良長園短期入所生活介護事業所",0,"14",9010204,"沖縄県","豊見城市","金良88番地",26.179467,127.7035187,"098-850-1200","098-850-0010",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"短期入所生活介護施設すみれ",0,"14",9010215,"沖縄県","豊見城市","渡嘉敷150番地　おもと　とよみの杜",26.1725944,127.6837521,"098-851-0101","098-851-0200",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"短期入所生活介護事業所　はぁとあいらんど豊崎",0,"14",9010225,"沖縄県","豊見城市","豊崎１－677",26.1600335,127.6599305,"098-840-2581","098-840-2582",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"短期入所生活介護事業所　朝日の家",0,"14",9010607,"沖縄県","南城市","玉城喜良原526番地",26.1598534,127.7721212,"098-948-7631","098-948-7638",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"しらゆりの園指定短期入所生活介護事業所",0,"14",9011511,"沖縄県","南城市","知念久手堅275番地の１",26.1712514,127.8261578,"098-948-7060","098-948-7022",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"小谷園ショートステイ",0,"14",9011413,"沖縄県","南城市","佐敷小谷238番地の１",26.1734297,127.763391,"098-947-0990","098-947-0993",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"東雲の丘指定短期入所生活介護事業所",0,"14",9011203,"沖縄県","南城市","大里大城1392番地",26.1674137,127.7651133,"098-946-2051","098-946-1128",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"しらゆりの園　地域密着型特別養護老人ホーム　おおざと",0,"14",9011207,"沖縄県","南城市","大里古堅820番地1",26.1929941,127.7405835,"098-917-0624","098-917-0654",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"社会福祉法人南島会与那原日の出園ショートステイセンター",0,"14",9011303,"沖縄県","島尻郡与那原町","与那原3782番地の１",26.1977359,127.763573,"098-946-5138","098-945-3010",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"嬉の里短期入所生活介護",0,"14",9011105,"沖縄県","島尻郡南風原町","新川５３８番地",26.2036593,127.7283145,"098-888-0591","098-889-8420",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ときわ苑短期入所ホーム",0,"14",9010414,"沖縄県","島尻郡八重瀬町","当銘378番地の１",26.1516441,127.6987229,"098-998-8899","098-998-8099",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"転生園ユニット型指定地域密着型介護老人福祉施設",0,"14",9010514,"沖縄県","島尻郡八重瀬町","安里670番地",26.1226276,127.7280176,"098-998-7652","098-998-7653",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設サクラビア　",0,"14",9010314,"沖縄県","糸満市","字座波371-1",26.1481162,127.6877378,"098-994-8749","098-994-6917",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　白寿園",0,"14",9010311,"沖縄県","糸満市","字武富175番地１",26.1655125,127.6937372,"098-992-0088","098-992-1592",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　養生の里",0,"14",9010241,"沖縄県","豊見城市","字豊見城344番地の5",26.1842347,127.6731344,"098-850-2161","098-850-3125","上原　三郎",,,,,,,,,"上原　勝彦","事務長",,0,0,,,,"1",1,"2018-01-04","2018-05-10"
"介護老人保健施設　友愛園　",0,"14",9010243,"沖縄県","豊見城市","字上田25番地",26.1759052,127.6760904,"098-856-4707","098-850-8024",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　平成苑",0,"14",9010235,"沖縄県","豊見城市","名嘉地217-2",26.1743547,127.6643687,"098-856-7222","098-856-5581",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"短期入所療養介護　はまゆう",0,"14",9010215,"沖縄県","豊見城市","字渡嘉敷150",26.1727115,127.6834877,"098-851-0102","098-851-0200",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　おおざと信和苑",0,"14",9011204,"沖縄県","南城市","大里字稲嶺1014",26.162747,127.7372243,"098-946-8101","098-946-8839",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　真徳苑",0,"14",9011414,"沖縄県","南城市","佐敷字津波古西原2309番地",26.1868117,127.7759166,"098-943-2799","098-943-9902",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　うりずん",0,"14",9011301,"沖縄県","島尻郡与那原町","板良敷1281-1",26.1907478,127.7698563,"098-944-7000","098-944-7003",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　嬉野の園",0,"14",9011105,"沖縄県","島尻郡南風原町","新川458番地の１",26.2103365,127.7286697,"098-888-1268","098-882-6500",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　かりゆしの里",0,"14",9011115,"沖縄県","島尻郡南風原町","字山川256-2",26.1783343,127.7211056,"098-835-6607","098-835-6608",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護老人保健施設　東風の里",0,"14",9010411,"沖縄県","島尻郡八重瀬町","友寄891番地の１",26.1696659,127.7255029,"098-998-9390","098-998-9393","理事長：名嘉　勝男",,,,,,,,,"入居相談担当：池原　貴代恵",,,0,0,"(予防）通所リハビリテーション
介護予防事業所「くんち庭」
指定居宅介護支援事業所
","東風の里は高齢者の皆様方の「家族のような、家庭のような思いやりのある施設」
また、ご家族様には「安心して預けられる施設」を目指して取り組んでいます。
医師・看護師・介護士・リハビリ・管理栄養士・ケアマネージャー・支援相談員、各職種の専門家が連携してチームケアを
行います。",,"1",1,"2018-01-04","2018-05-16"
"介護老人保健施設　喜代の里",0,"14",9010411,"沖縄県","島尻郡八重瀬町","友寄42",26.1703381,127.7210339,"098-998-6987","098-998-6978",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　ひめゆり",0,"14",9010344,"沖縄県","糸満市","伊原107-1",26.094737,127.684739,"098-997-5200","098-997-5208",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　かねぐすく",0,"14",9010303,"沖縄県","糸満市","兼城８７１－１",26.1407108,127.681277,"098-994-5377","098-994-5366",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　寿",0,"14",9010362,"沖縄県","糸満市","真栄里323番地",26.1178181,127.6709588,"098-992-5375","098-995-1536",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　こもれび",0,"14",9010213,"沖縄県","豊見城市","高嶺111番地",26.1699788,127.6894988,"098-856-1515","098-856-1515",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　光風の家",0,"14",9010213,"沖縄県","豊見城市","高嶺299番地１",26.1677762,127.6908931,"098-840-6595","098-840-6591",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　良長園",0,"14",9010204,"沖縄県","豊見城市","字金良88番地",26.179467,127.7035187,"098-987-5353","098-987-5655",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-06-06"
"グループホームちゃ～がんじゅう",0,"14",9010224,"沖縄県","豊見城市","与根217番地2",26.1667105,127.6575832,"098-856-6511","098-856-6512","代表取締役：松本　勝",,,,,,,,,"管理者：比嘉　美香子","入居相談担当者",,0,0,,"本人の生活リズムを尊重しつつ
安全・安心でゆったりと過ごせる日当たりの良いホーム。",,"1",1,"2018-01-04","2018-05-15"
"グループホームしらゆり",0,"14",9011511,"沖縄県","南城市","知念久手堅275番地の3",26.171093,127.8257689,"098-948-7060","098-948-7022",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　美ら里さしき",0,"14",9011406,"沖縄県","南城市","佐敷屋比久４４番地",26.1759169,127.8037401,"098-947-0034","098-947-0034",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"東雲の丘指定認知症対応型共同生活介護事業所",0,"14",9011203,"沖縄県","南城市","大里大城1392番地",26.1674137,127.7651133,"098-946-2051","098-946-1128",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホーム　あまね",0,"14",9010619,"沖縄県","南城市","玉城屋嘉部４５５番１",26.1460738,127.7605449,"098-852-6125","098-852-6126",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"医療法人和の会　与那原在宅ケアセンター　　グループホームかなち",0,"14",9011303,"沖縄県","島尻郡与那原町","与那原1792番地1",26.206257,127.7533288,"098-882-8140","098-944-5710","理事長：山里　将保",,,,,,,,,,,,0,0,"・経営主体は医療法人
・同一建物内にデイサービスがあります。

","・入居者９人の少人数で、アットホームな雰囲気の中で日常生活が遅れます。
・住宅地の一角に在り、静かで落ち着いた環境です。","・訪問看護ステーションと連携。","1",1,"2018-01-04","2018-05-29"
"グループホーム　オアシス",0,"14",9011105,"沖縄県","島尻郡南風原町","新川452番地－１",26.2110836,127.7273225,"098-889-6628","098-889-6628","仲本　政雄",,,,,,,,,"町田　宗道","介護支援専門相談員",,0,0,"・博愛病院
・介護療養型医療施設
・デイサービス博愛
・地域移行型ホーム　はくあいの園
・有料老人ホーム　ユートピア","住み慣れた地域のなかで介護スタッフとともに自立的な共同生活を行い、個々の人間関係
を重視し、なじみの関係をつくり、家庭的な環境の下で心のゆとりを大切にし毎日の
生活を支援します。",,"1",1,"2018-01-04","2018-05-21"
"社会福祉法人　伸芽福祉会　グループホーム　マイフレンズ",0,"14",9011113,"沖縄県","島尻郡南風原町","喜屋武202番2",26.1893249,127.731204,"098-888-0378","098-888-0378",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"グループホームときわ苑",0,"14",9010414,"沖縄県","島尻郡八重瀬町","当銘370-1",26.1523135,127.6993172,"098-998-8899","098-998-8099",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
