"facility_name","home_care","facility_type_id","郵便番号","都道府県名","市町村名","住所","マップ_lat","マップ_lng","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"かりゆしクリニック",,"20",9012226,"沖縄県","宜野湾市","嘉数四丁目２５番１５",26.2619039,127.7288334,"098-898-0555","098-898-3666","院長　砂川　隆二","https://www.kariyushi.cc/",,,,,,,,,,,"1",,,,,"1",,"2018-01-31","2018-07-09"
"光クリニック",,"20",9012226,"沖縄県","宜野湾市","嘉数２丁目２番１号　広栄メディカルビル２Ｆ",26.255129,127.739589,"098-898-2233","098-898-2287","金城　光世","http//www.hikari-naika.com","8:30-11:30 13:30-16:30","8:30-11:30 13:30-16:30","8:30-11:30 ","8:30-11:30 13:30-16:30","8:30-11:30 13:30-16:30","8:30-11:30 ",,,,,,"1",,,,"1",,"2018-01-31","2018-07-17"
"ひでき皮フ科美容クリニック",,"20",9012213,"沖縄県","宜野湾市","志真志一丁目１５番２３号",26.2581206,127.7635215,"098-896-1111","098-896-1123",,,,,,,,,,,,,,,,,,,,"2018-01-31","2018-06-04"
"恩納クリニック","1","2",9040411,"沖縄県","国頭郡恩納村","字恩納６３２９番地",26.4883307,127.8468635,"098-966-8115","098-966-8335","玉城 徳光","-","相談の上、適宜決定","相談の上、適宜決定","相談の上、適宜決定","相談の上、適宜決定","相談の上、適宜決定","相談の上、適宜決定","相談の上、適宜決定","クリニック電話番号へ","クリニック電話番号へ","クリニック診療時間に同じ",,"1",,,,"1",,"2018-01-31","2018-07-17"
"きんクリニック","1","2",9041201,"沖縄県","国頭郡金武町","金武９４番地",26.4558539,127.9253142,"098(968)2145","098-968-2299","院長　高良　和代",,"9：00～18：00","9：00～18：00","9：00～18：00","9：00～12：00","9：00～18：00","9：00～12：00",,,"受付",,"1",,"金武居宅介護支援事業所",,,"1",,"2018-01-31","2018-07-17"
"blank","1","2",,"沖縄県",,,40.7109348,-73.9678058,,,,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"読谷村診療所","1","2",9040305,"沖縄県","中頭郡読谷村","都屋１７９",26.3946274,127.72522,"098-956-1151","098-956-9560","所長　山城正明","http://www.vill.yomitan.okinawa.jp/sections/clinic/post-386.html","受付：8:30 -11:00,13:30-16:00","受付：8:30 -11:00,13:30-16:00","受付：8:30 -11:00，午後休診","受付：8:30 -11:00,13:30-16:00","受付：8:30 -11:00，午後予約のみ","受付：8:30 -11:00，午後休診","休診","担当看護師","看護部","9:00-17:00","1","1","デイケア施設",,"現在、訪問診療の患者さまの上限定数となっているため新規受入を停止しております。（Ｈ３０年３月）","1",,"2018-01-31","2018-07-09"
"しらかわ内科","1","2",9030126,"沖縄県","中頭郡西原町","棚原１丁目２０番地の１０",26.2417899,127.754785,"098-944-3550","098-944-3551","新垣　民樹",,"8:30-18:00","8:30-18:00","8:30-18:00","8:30-12:30","8:30-1800","8:30-12:30",,"新垣　民樹",,"8：30-18：00",,,,,,"1",,"2018-01-31","2018-07-17"
"ライフケアクリニック長浜","1","2",9040324,"沖縄県","中頭郡読谷村","長浜１５３０－１",26.4171336,127.7315162,"098-982-9000","098-982-9010","医療法人　ライフケア読谷　理事長　鳥谷　裕","ｈｔｔ：//ｗｗｗ.lcy-com.mc","9:00-17:00","9:00-12:00","9:00-17:00","9:00-12:00","9:00-17:00","9:00-17:00",,"石川　喜光","医療部","9：00-17：00",,"1",,,,"1",,"2018-01-31","2018-07-17"
"玉城ファミリークリニック",,"20",9040305,"沖縄県","中頭郡読谷村","都屋２４５番地",26.3928082,127.7280699,"098-956-1236","098-956-1280","門馬康二",,"９：００－12：30　14：00－18：00","９：００－12：30　14：00－18：00","９：００－１２：3０","９：００－12：30　14：00－18：00","９：００－12：30　14：00－18：00","９：００－12：30",,,"医事課","9：00－12：00　　14：00－17：00",,,,,,"1",,"2018-01-31","2018-07-17"
"玄米クリニック","1","2",9030117,"沖縄県","中頭郡西原町","翁長８３４　トムズエンタープライズビル２Ｆ",26.2361821,127.7537131,"098-944-6663","098-944-6668","森田悦雄","http://genmai-c.com/","16：00～18：00（訪問）","9：00～12：00　12：00～16：00　16：00～18：00（訪問）","9：00～12：00　12：00～16：00　16：00～18：00（訪問）","16：00～18：00（訪問）","9：00～12：00　12：00～16：00　16：00～18：00（訪問）","9：00～12：00　12：00～16：00　16：00～18：00（訪問）","なし","大城","受付","9：00～17：00","1",,,,,"1",,"2018-01-31","2018-07-09"
"野村ハートクリニック",,"20",9040202,"沖縄県","中頭郡嘉手納町","屋良１０６３番１",26.3670283,127.773093,"098-982-8810","098-982-8341","野村　秀樹","http://www.nomura-heart.com/","9:00~12:00　15：00-18：00","9:00~12:00　15：00-18：00","9:00~12:00　15：00-18：00","9:00~12:00","9:00~12:00　15：00-18：00","9:00~12:00","休診","山田　果奈","特になし","9：00-11：00",,,"なし","なし","訪問は昼休みのみ対応","1",,"2018-01-31","2018-07-17"
"ウェルライフクリニックたまき内科",,"20",9040101,"沖縄県","中頭郡北谷町","上勢６３０番地７",26.3290211,127.7736108,"098-989-9211","098-989-9212",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ファミリークリニックきたなかぐすく","1","2",9012311,"沖縄県","中頭郡北中城村","字喜舎場３６０番地１",26.300121,127.793702,"098-935-5517","098-982-0708","院長　涌波 満","http://www.agape-wakamatsu.or.jp/family_clinic/","09：00-12：00","14：00-17：00","不可","09：00-12：00","09：00-17：00","不可","不可","安次富 睦子","訪問看護課","09：00-17：00","1",,"北中城若松病院",,,"1",,"2018-01-31","2018-07-17"
"みなみ内科","1","2",9012424,"沖縄県","中頭郡中城村","字南上原１０７２番地",26.2463619,127.771427,"098-943-2321","098-943-2306","平良 雅裕","http://minami-naika.jp/","9:00-12:30","9:00-17:00","9:00-12:30","9:00-12:30","9:00-17:00","9:00-17:00",,"事務、金城明美、大湾朝子、金城春香、山城奈り子","事務","9:00-17:00","1",,,,,"1",,"2018-01-31","2018-07-17"
"中部協同病院","1","1",9042143,"沖縄県","沖縄市","知花６丁目２５番５号",26.3640909,127.8163952,"098-938-8828","098-939-5859",,,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"玉木病院",,"19",9012206,"沖縄県","宜野湾市","愛知三丁目９番１１号",26.2649346,127.7685498,"098-892-5336","098-893-2849","宮里　好一","https://tamakihospital.com","9:00-12:00 13:30-17:00","9:00-12:00 13:30-17:00","9:00-12:00 13:30-17:00","9:00-12:00 13:30-17:00","9:00-12:00 13:30-17:00",,,"川平哲郎","相談課","8:30-17:30",,,"精神科デイケア・精神科デイナイトケア　訪問看護","病院理念『地域での暮らしを支える精神医療』",,"1",,"2018-01-31","2018-07-17"
"医療法人緑水会　宜野湾記念病院","1","1",9012211,"沖縄県","宜野湾市","宜野湾３－３－１３",26.2600822,127.7583675,"098(893)2101","098-892-8863","湧上　聖","http://www.ginowan-kinen.or.jp","8：30～12：00　14：00～18：00","8：30～12：00　14：00～18：00","8：30～12：00　14：00～18：00","8：30～12：00　14：00～18：00","8：30～12：00　14：00～18：00","8：30～12：00","急患のみ",,"医療相談室","8：30～17：30",,,"通所リハビリテーションぎのわん、訪問看護ステーションぎのわん、ヘルパーステーションぎのわん。居宅介護支援事業所ぎのわん、訪問リハビリテーションぎのわん",,,"1",,"2018-01-31","2018-07-17"
"独立行政法人国立病院機構　沖縄病院",,"19",9012214,"沖縄県","宜野湾市","我如古３－２０－１４",26.2522858,127.7557902,"098(898)2121",,"川畑　勉",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人球陽会　海邦病院",,"19",9012224,"沖縄県","宜野湾市","真志喜２－２３－５",26.2767305,127.7368126,"098(898)2111",,"富名腰　徹",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"屋宜原病院",,"19",9012304,"沖縄県","中頭郡北中城村","屋宜原７２２番地",26.3120921,127.791849,"098(933)1574",,"川野　幸志",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"北中城若松病院",,"19",9012395,"沖縄県","中頭郡北中城村","字大城３１１番地",26.2882973,127.8003212,"098(935)2277","098-935-2272","當銘　正彦","http://www.agape-wakamatsu.or.jp","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30",,,"香村　真範","医療福祉相談課","8：30-17：30",,,"介護老人保健施設若松苑、ファミリークリニックきたなかぐすく、通所リハビリテーションきたなかぐすく、訪問看護ステーション若松。ヘルパーステーション若松、小規模多機能ホーム若松きたなかぐすく、デイサービスきたなかぐすく、ケアーホームアガペ（在宅型有料老人ホーム）ファミリーデイサービスアガペ、アガペファミリエ（サービス付高齢者向け住宅）、グループホームわかまつ、グループホーム若松ぎのわん、デイサービス若松ぎのわん、ケアプランステーションゆい","・ケアミックス病棟　233床【一般内科・回復期リハビリ・認知症治療・特殊疾患（内科・精神科）】
・外来（内科・精神科・リハビリテーション科）
・認知症相談窓口として、認知症疾患医療センター併設","老健や在宅部門（クリニック・介護保険13事業所）と連携して、地域住民（北中城村・中城村・宜野湾市・沖縄市）を支援しています。","1",,"2018-01-31","2018-07-17"
"中部徳洲会病院","1","1",9012393,"沖縄県","中頭郡北中城村","アワセ土地区画整理事業地内２街区１番",26.3168923,127.7964291,"098-932-1110","098-931-9595","伊波　潔","http://www.cyutoku.or.jp/","09：00－12：00","09：00－12：00","13:30-17:00","13:30-17:00","13:30-17:00",,,"調整中","地域医療連携室・ 医療福祉相談室","8:30〜16:00","1",,"与勝あやはしクリニック、よみたんクリニック、徳洲会ハンビークリニック、介護老人保健施設おきなわ徳洲苑、グループホーム美ら徳、ソフィアクリニック（4月開院予定）",,,"1",,"2018-01-31","2018-07-17"
"うえむら病院",,"19",9012424,"沖縄県","中頭郡中城村","字南上原８０３－３",26.2484532,127.7744695,"098-895-3535",,"上村　哲",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"アドベンチスト　メディカルセンター",,"19",9030116,"沖縄県","中頭郡西原町","幸地８６８",26.2289157,127.7404703,"098(946)2833",,"マツモト・ノリス・ヨシヒコ",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人卯の会　新垣病院",,"12",9040012,"沖縄県","沖縄市","安慶田４－１０－３",26.3288884,127.8107774,"098-933-2756",,"新垣　武",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"医療法人　心和会　潮平病院",,"19",9040021,"沖縄県","沖縄市","胡屋1丁目17番1号",26.3362097,127.8028584,"098-937-2054","098-937-1905","理事長　潮平 優","http://www.shiohira.jp/","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）","午前8:30～12:00　　午後1:30～午後6:30 （受付時間）（但し、日曜日は休診）","田中　たつえ","医療連携室","9:00-17:00",,,"住宅型有料老人ホームなごみ
リハビリ強化型デイサービスぴん花
通所介護事業所しおひら
居宅支援事業所しおひら
訪問介護事業所ケアサポートしおひら
","地域にねざし、健康と福祉の連携を図り、心のこもった、和みのある医療を提供します。",,"1",,"2018-01-31","2018-07-17"
"翔南病院",,"19",9040034,"沖縄県","沖縄市","山内３－１４－２８",26.3273629,127.7821214,"098-930-3020","098-930-3023","知花　隆郎","http://www.shonanhospital.com/","9:00-17:00","9:00-17:00","9:00-17:00","9:00-17:00","9:00-17:00",,,"山里　守三郎","地域医療連携室","９：００－１２：００、１４：００－１７：００、",,,,,,"1",,"2018-01-31","2018-07-17"
"北谷病院",,"19",9040101,"沖縄県","中頭郡北谷町","字上勢６３１番地４",26.3296877,127.7731274,"098-936-5611","098-396-5614","金城　進",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"北上中央病院",,"19",9040101,"沖縄県","中頭郡北谷町","上勢６３１－９",26.3292877,127.7726053,"098(936)5111","098-936-9225","外間　朝哲","https://kitagami.or.jp/greeting/","9:00-17:00","9:00-17:00","9:00-17:00","9:00-17:00","9:00-17:00","9:00-12:00",,"相談室","相談室","8：30-17：30",,,,,,"1",,"2018-01-31","2018-07-17"
"医療法人仁誠会　名嘉病院",,"19",9040203,"沖縄県","中頭郡嘉手納町","嘉手納２５８",26.3674112,127.7549468,"098-956-1161","098-956-3201","名嘉　恒守",,"8：30～11：30　14：00～17：00","8：30～11：30　14：00～17：00","8：30～11：30　14：00～17：00","8：30～11：30　14：00～17：00","8：30～11：30　14：00～17：00","8：30～11：30　",,"伊波愛乃","医事課","8：30～12：00　13：00～17：30",,,,,,"1",,"2018-01-31","2018-07-17"
"独立行政法人国立病院機構　琉球病院",,"19",9041201,"沖縄県","国頭郡金武町","金武７９５８－１",26.4522787,127.9102238,"098-968-2133",,"福治　康秀",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"沖縄中央病院",,"19",9042143,"沖縄県","沖縄市","知花５－２６－１",26.3651629,127.8106763,"098-938-3188","098-938-3198","久場　禎三","http://www.oc.-hospital.com/","AM8:30～11:30    PM1:00～4:30","AM8:30～11:30    PM1:00～4:30","AM8:30～11:30    PM1:00～4:30","AM8:30～11:30    PM1:00～4:30","AM8:30～11:30    PM1:00～4:30","再診のみ対応","時間外対応","098-938-3188","地域医療連携室","9:00～16:00",,,"・精神科デイケア、デイナイト
・自立訓練事業所
・認知症デイケア
・認知症対応型共同生活介護事業所
・共同住宅","・当院は、緑に囲まれた癒しをテーマとした精神科の専門病院です。患者さまの地域生活を支えるため、外来治療および入院治療、精神科デイケア、デイナイトケア、訪問看護を行っております。当院における介護資源としては認知症治療病棟のほか、認知症デイケアなど日々実践・研鑽しており高齢の患者さまに対してもより良いサービスを提供できるよう病院全体で心がけています。
・地域の関係機関に対しての連携を密に行い、患者さま及び家族への支援を包括的に行うことに努めています。
・窓口・電話にて受診に限らず地域の住民に対しても福祉サービスの案内を行っています。

　","・初めて受診される方へ（精神一般外来について）
　予約制となっております。初めての受診や入院を希望される方は、事前にお電話にてご相談をお願いいたします。

・認知症専門外来は完全予約制となっています。
　受診前に相談員と面談や他院からの情報提供書が必要な場合があります。事前にお電話にてご相談をお願いいたします。","1",,"2018-01-31","2018-07-17"
"中部協同病院",,"19",9042143,"沖縄県","沖縄市","知花６丁目２５番５号",26.3640909,127.8163952,"098-938-8828",,"與儀　洋和",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ちゅうざん病院",,"19",9042151,"沖縄県","沖縄市","松本６丁目２番１号",26.3547027,127.8096656,"098-982-1346",,"末永　正機",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"沖縄中部療育医療センター",,"19",9042173,"沖縄県","沖縄市","比屋根五丁目２番１７号",26.3127623,127.8190743,"098-932-6077",,"高良　幸伸",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人タピック沖縄リハビリテーションセンター病院",,"19",9042173,"沖縄県","沖縄市","比屋根二丁目１５番１号",26.3147706,127.8240821,"098-982-1777",,"濱崎　直人",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"うるま記念病院",,"19",9042201,"沖縄県","うるま市","昆布１８３２番地３９７",26.3964184,127.8404397,"098(972)6000",,"與儀　隆",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"いずみ病院",,"19",9042205,"沖縄県","うるま市","栄野比1150",26.3975013,127.827835,"098-972-7788","098-972-7319","辻下 洋介","http://www.izumihospital1985.or.jp/","09:00-17:30","09:00-17:30","09:00-17:30","09:00-17:30","09:00-17:30","09:00-12:00",,,,,,,,,,"1",,"2018-01-31","2018-07-09"
"医療法人社団志誠会　平和病院",,"19",9042222,"沖縄県","うるま市","上江洲６６５",26.3592559,127.8595443,"098(973)2000","098(974)5169","小渡　敬","http://heiwahsp.ec-net.jp/~heiwahsp/","9:00～17:30","9:00～17:30","9:00～17:30","休診日","9:00～17:30","9:00～1730","休診日","高屋　幸佑","診療相談課","9:00～17:30",,,"老人保健施設陽光館　認知症対応型グループホームあおば邸　居宅介護支援事業所陽光館　ホームヘルプサービスセンター陽光館　
うるま市地域包括センター具志川ひがし　グループホームしせいかい　自立訓練事業所しせいかい　就労訓練工場しせいかい　
相談支援事業所しせいかい",,,"1",,"2018-01-31","2018-07-17"
"名城病院",,"19",9042245,"沖縄県","うるま市","字赤道　１７５番地３",26.3535728,127.8305609,"098-974-2121",,"名城　嗣久",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人沖縄寿光会　与勝病院",,"19",9042311,"沖縄県","うるま市","勝連南風原３５８４",26.3266238,127.8827144,"098(978)5235",,"竹田　真一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"社会医療法人　かりゆし会　ハートライフ病院","1","1",9012492,"沖縄県","中頭郡中城村","伊集２０８",26.2379043,127.771023,"098-895-3255",,"奥島　憲彦","https://www.heartlife.or.jp/hospital/",,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"琉球大学医学部附属病院",,"19",9030125,"沖縄県","中頭郡西原町","上原２０７",26.2425426,127.7593263,"098-895-3331",,"藤田　次郎","http://www.hosp.u-ryukyu.ac.jp/",,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"社会医療法人　敬愛会　中頭病院",,"19",9040000,"沖縄県","沖縄市","字登川６１０番地",26.3672407,127.8191893,"098-939-1300","098-937-8699","下地　勉","http://www.nakagami.or.jp/","8:30-12:00/14:00-17:30","8:30-12:00/14:00-17:30","8:30-12:00/14:00-17:30","8:30-12:00/14:00-17:30","8:30-12:00/14:00-17:30","8:30-12:00","休診",,"医療相談室","8：30-17：30",,,,,,"1",,"2018-01-31","2018-07-09"
"沖縄県立中部病院",,"19",9042243,"沖縄県","うるま市","宮里２８１番地",26.3556587,127.8338078,"098(973)4111",,"本竹　秀光",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"池原外科胃腸科医院",,"20",9012201,"沖縄県","宜野湾市","新城２－４０－２７",26.2875578,127.7681515,"098(893)1531","098-893-1532","池原　弘","なし。","9：00－18：00","9：00－18：00","9：00－18：00","9：00－12：00","9：00－18：00","9：00－12：00","なし。","親富祖　清美","事務","9：00－17：30",,"1","通所介護　住宅型有料老人ホーム（宅老所　ゆうゆう館）","なし。","なし。","1",,"2018-01-31","2018-07-17"
"よなみね内科",,"20",9012202,"沖縄県","宜野湾市","普天間２－４－５",26.2881135,127.7766537,"098-894-1000",,"与那嶺　毅",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"こはぐら耳鼻咽喉科",,"20",9012202,"沖縄県","宜野湾市","普天間２－４９－１４",26.2913521,127.7762563,"098-893-4070","098-893-4072","古波蔵　信",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"宮城医院",,"20",9012203,"沖縄県","宜野湾市","野嵩１－１０－１１",26.2803614,127.7806564,"098(893)7777",,"宮城　護",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"早川眼科医院",,"20",9012203,"沖縄県","宜野湾市","野嵩２丁目２番２号",26.282925,127.7791648,"098-893-8155","098-893-8156","早川　和久","http://www.bekkoame.ne.jp/~drkazu/Home.html",,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-17"
"クリニック・シンフォニア",,"20",9012204,"沖縄県","宜野湾市","上原１－１８－１３ハーモニーマンション１階",26.2770715,127.7763043,"080-6493-3289",,"屋宜　盛秀",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"医療法人やましろ皮フ科",,"20",9012204,"沖縄県","宜野湾市","上原１－２－９",26.2752811,127.7745016,"098(892)8105",,"山城　一純",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"西平医院",,"20",9012205,"沖縄県","宜野湾市","赤道二丁目２番２号",26.2726784,127.7726658,"098-896-1116","098-896-0766","西平　守樹",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-09"
"愛知クリニック",,"20",9012206,"沖縄県","宜野湾市","愛知一丁目２番１２号",26.2703785,127.7687468,"098(892)3511","098-892-6416","多和田　健",,"9：00-12：00　14：00-18：00","9：00-12：00　14：00-18：00","9：00-12：00　14：00-18：00","9：00-12：00","9：00-12：00　14：00-18：00","9：00-12：00",,,"医事課",,,,,,,"1",,"2018-01-31","2018-07-17"
"ひかり眼科",,"20",9012206,"沖縄県","宜野湾市","愛知一丁目２番１号",26.2704674,127.769505,"098-892-9888",,"前原　淳子",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"眼科クリニック幸地",,"20",9012211,"沖縄県","宜野湾市","宜野湾２－５－１３",26.2623735,127.7568898,"098(893)3711",,"幸地　賢治",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"うえはらこどもクリニック",,"20",9012212,"沖縄県","宜野湾市","長田１－２６－１９",26.2612999,127.7635215,"098-892-5151",,"上原　哲",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"いきいき耳鼻咽喉科クリニック",,"20",9012212,"沖縄県","宜野湾市","長田１丁目１番３号",26.2653956,127.7647196,"098-893-1187",,"喜友名　朝盛",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ふくやま整形外科",,"20",9012212,"沖縄県","宜野湾市","長田一丁目２８番１号",26.2624653,127.7620699,"098-894-1234",,"譜久山　充",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"さよウィメンズ・メンタルクリニック",,"20",9012213,"沖縄県","宜野湾市","志真志４－２４－７沖縄ぎのわんセミナーハウス４Ｆ",26.256033,127.759262,"098-870-9855",,"竹下　小夜子",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ひでき皮フ科美容クリニック",,"20",9012213,"沖縄県","宜野湾市","志真志一丁目１５番２３号",26.2581206,127.7635215,"098-896-1111",,"宮城　秀樹",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"みやぎ小児科クリニック",,"20",9012214,"沖縄県","宜野湾市","我如古４４７－１",26.2601626,127.7452823,"098-898-3339",,"宮城　仲健",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"いなふくクリニック",,"20",9012215,"沖縄県","宜野湾市","真栄原３－１２－２０",26.2633344,127.7435101,"098-890-5300",,"稲福　薫",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"山内耳鼻咽喉科医院",,"20",9012215,"沖縄県","宜野湾市","真栄原３－２４－１４",26.2640872,127.7457071,"098(890)1717",,"山内　盛雄",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"神元内科医院",,"20",9012215,"沖縄県","宜野湾市","真栄原３－５－３",26.2611208,127.744674,"098(898)6631",,"神元　繁道",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-07-09"
"医療法人宜野湾整形外科医院",,"20",9012215,"沖縄県","宜野湾市","真栄原３－７－７",26.2625651,127.7417102,"098(897)1891",,"福嶺　紀秀",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"まえはら心療内科",,"20",9012215,"沖縄県","宜野湾市","真栄原３丁目１７番２号友愛ビル２Ｆ",26.2624558,127.7458998,"098-943-3516",,"伊藤　礼子",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"いとむクリニック",,"20",9012221,"沖縄県","宜野湾市","伊佐１－１０－９",26.2850078,127.7550971,"098(898)5856",,"呉屋　五十六",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"しらはまクリニック",,"20",9012221,"沖縄県","宜野湾市","伊佐３丁目９番１９号",26.2907075,127.7551773,"098-898-1671",,"長田　智子",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"駐留軍要員健保組合　伊佐浜診療所",,"20",9012221,"沖縄県","宜野湾市","伊佐４丁目５番７号",26.2900658,127.7533358,"098(898)4893",,"宮城　隆子",,"10:00―12：00、14：00―17：00　予約診療",,,"10:00―12：00、14：00―17：00　予約診療",,,,"伊志嶺　弓枝",,"月、木曜日　8：30－17：00",,,,,,"1",,"2018-01-31","2018-07-17"
"サンクリニック",,"20",9012221,"沖縄県","宜野湾市","伊佐二丁目９番地３５",26.2875188,127.7544775,"098-898-3370",,"新屋　瑛一",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-03-05"
"順徳医院",,"20",9012225,"沖縄県","宜野湾市","大謝名１－１９－１",26.2667507,127.7376048,"098(897)5456",,"桃園　寛",,,,,,,,,,,,,,,,,,,"2018-01-31","2018-05-21"
"ぎのわんメンタルクリニック",,"20",9012225,"沖縄県","宜野湾市","大謝名１丁目１７番３１号",26.267459,127.7366964,"098-890-7733","098-890-7744","道下　聡","http://ginowan-mental-clinic.com","8:30-18:00","8:30-12:30","8:30-18:00","8:30-12:30","8:30-18:00","8:30-12:30",,"道下　あかね",,"月水金8:30-18:00、火木土8:30-12:30",,,,"ご家族の相談などには対応いたしますが、訪問・在宅診療には現在のところ対応しておりません。",,"1",,"2018-01-31","2018-07-17"
"当山産婦人科医院",,"20",9012225,"沖縄県","宜野湾市","大謝名５－２０－８",26.2675395,127.7304024,"098(897)5666",,"當山　雄紀",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"沖縄下肢静脈瘤クリニック",,"20",9012225,"沖縄県","宜野湾市","大謝名５丁目６－１崎間ビル１Ｆ",26.267648,127.7345164,"098-975-7778",,"金城　紅子",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"喜屋武内科クリニック",,"20",9012226,"沖縄県","宜野湾市","嘉数２－１－１",26.2558491,127.7392468,"098-890-7715",,"喜屋武　郁夫",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"まみ皮フ科クリニック",,"20",9012226,"沖縄県","宜野湾市","嘉数２丁目２番１号　広栄メディカルビル２Ｆ",26.255129,127.739589,"098-898-4112",,"米須　麻美",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"さむら脳神経クリニック",,"20",9012226,"沖縄県","宜野湾市","嘉数二丁目２番１号　広栄メディカルビル１Ｆ",26.255129,127.739589,"098-897-1177",,"佐村　博史",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"まえだ眼科",,"20",9012226,"沖縄県","宜野湾市","嘉数二丁目７番１５号",26.2557741,127.7357221,"098-890-5331",,"真栄田　義敦",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"みみとはなの和クリニック",,"20",9012227,"沖縄県","宜野湾市","宇地泊７０１番地",26.272403,127.7288772,"098-890-0753",,"山内　昌幸",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"長濵眼科",,"20",9012227,"沖縄県","宜野湾市","宇地泊７０１番地",26.272403,127.7288772,"098-870-2266",,"長浜　宗信",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
"ちゃたに内科・呼吸器科",,"20",9012227,"沖縄県","宜野湾市","宇地泊７２４－２",26.2724141,127.7294577,"098-898-7777",,"茶谷　信行",,,,,,,,,,,,,,,,,"1",,"2018-01-31","2018-02-13"
